Project_ID,Construction_Year,City,Plot_Area_sqft,Builtup_Area_sqft,Number_of_Floors,House_Type,Construction_Quality,Bedroom_Count,Bathroom_Count,Hall_Count,Kitchen_Count,Foundation_Type,Steel_Quantity_kg,Cement_Bags,Sand_Quantity_m3,Aggregate_Quantity_m3,Brick_Quantity,Electrical_Points,Plumbing_Points,Mason_Labour_Days,Carpenter_Labour_Days,Electrician_Labour_Days,Plumber_Labour_Days,Cement_Rate_per_Bag,Steel_Rate_per_kg,Sand_Rate_per_m3,Brick_Rate_per_1000,Material_Cost,Labour_Cost,Total_Estimated_Cost
575,2010,Erode,1298,1039,2,Residential,Economy,5,4,1,1,RCC,4675,342,15.58,12.47,8312,87,25,41,25,12,11,378,70,1516,11421,3697593.2,1490965.0,5963860.0
576,2016,Chennai,3368,2695,2,Residential,Luxury,3,3,1,1,RCC,12127,889,40.42,32.34,21560,67,27,107,67,33,29,415,64,1793,11642,18346482.0,7397775.0,29591100.0
577,2013,Chennai,2668,2135,1,Residential,Premium,5,4,1,1,RCC,9607,704,32.02,25.62,17080,67,16,85,53,26,23,450,81,2522,9131,15508469.2,6253415.0,25013660.0
578,2024,Salem,2402,1922,2,Residential,Luxury,5,4,1,1,RCC,8649,634,28.83,23.06,15376,65,11,76,48,24,21,448,77,1558,7928,16559029.44,6677028.0,26708112.0
579,2016,Salem,2270,1816,3,Residential,Standard,2,2,1,1,RCC,8172,599,27.24,21.79,14528,67,14,72,45,22,20,402,81,2112,10948,7998535.68,3225216.0,12900864.0
580,2024,Chennai,1237,990,3,Residential,Economy,2,2,1,1,RCC,4455,326,14.85,11.88,7920,33,22,39,24,12,11,363,58,2184,10375,3744180.0,1509750.0,6039000.0
581,2011,Trichy,3581,2865,1,Residential,Standard,4,4,1,1,RCC,12892,945,42.98,34.38,22920,77,15,114,71,35,31,403,67,2491,11026,12618835.2,5088240.0,20352960.0
582,2011,Trichy,3127,2502,2,Residential,Economy,1,1,1,1,RCC,11259,825,37.53,30.02,20016,80,14,100,62,31,27,388,68,1224,7219,10858680.0,4378500.0,17514000.0
583,2021,Tiruppur,1480,1184,1,Residential,Luxury,4,4,1,1,RCC,5328,390,17.76,14.21,9472,37,26,47,29,14,13,408,76,1846,7102,10438617.6,4209120.0,16836480.0
584,2025,Trichy,2962,2370,3,Residential,Luxury,3,3,1,1,RCC,10665,782,35.55,28.44,18960,73,11,94,59,29,26,422,61,2028,7837,14705755.2,5929740.0,23718960.0
585,2025,Tiruppur,3548,2839,3,Residential,Economy,4,4,1,1,RCC,12775,936,42.59,34.07,22712,63,9,113,70,35,31,437,71,2561,11884,10103433.2,4073965.0,16295860.0
586,2021,Trichy,2415,1932,3,Residential,Luxury,1,1,1,1,RCC,8694,637,28.98,23.18,15456,84,20,77,48,24,21,373,67,2487,11942,13928483.52,5616324.0,22465296.0
587,2010,Salem,1268,1015,2,Residential,Standard,3,3,1,1,RCC,4567,334,15.22,12.18,8120,83,25,40,25,12,11,441,81,2388,8198,5557977.6,2241120.0,8964480.0
588,2010,Coimbatore,3446,2757,2,Residential,Economy,5,4,1,1,RCC,12406,909,41.35,33.08,22056,66,30,110,68,34,30,449,59,1700,7253,11657698.8,4700685.0,18802740.0
589,2026,Trichy,1842,1474,2,Residential,Luxury,2,2,1,1,RCC,6633,486,22.11,17.69,11792,66,27,58,36,18,16,435,62,1406,9025,10626596.64,4284918.0,17139672.0
590,2024,Coimbatore,3248,2599,3,Residential,Premium,4,4,1,1,RCC,11695,857,38.98,31.19,20792,61,19,103,64,32,28,362,74,1754,11039,13832085.92,5577454.0,22309816.0
591,2012,Madurai,1267,1014,1,Residential,Economy,2,2,1,1,RCC,4563,334,15.21,12.17,8112,67,10,40,25,12,11,379,70,1474,9487,4627084.8,1865760.0,7463040.0
592,2014,Salem,1206,965,3,Residential,Luxury,1,1,1,1,RCC,4342,318,14.47,11.58,7720,40,14,38,24,12,10,379,67,1669,7008,8701675.2,3508740.0,14034960.0
593,2026,Tiruppur,1277,1022,2,Residential,Standard,1,1,1,1,RCC,4599,337,15.33,12.26,8176,66,12,40,25,12,11,383,68,2599,10216,5870040.96,2366952.0,9467808.0
594,2018,Trichy,1743,1395,3,Residential,Luxury,5,4,1,1,RCC,6277,460,20.93,16.74,11160,48,12,55,34,17,15,438,69,1511,8984,10337284.8,4168260.0,16673040.0
595,2010,Madurai,1103,883,3,Residential,Standard,1,1,1,1,RCC,3973,291,13.24,10.6,7064,66,11,35,22,11,9,454,67,2589,10823,4480412.64,1806618.0,7226472.0
596,2022,Coimbatore,1816,1453,2,Residential,Economy,1,1,1,1,RCC,6538,479,21.79,17.44,11624,45,14,58,36,18,16,369,82,1213,7748,6468174.8,2608135.0,10432540.0
597,2011,Tiruppur,3053,2443,1,Residential,Standard,2,2,1,1,RCC,10993,806,36.64,29.32,19544,77,28,97,61,30,27,417,61,1263,10251,14031810.24,5657988.0,22631952.0
598,2024,Trichy,2743,2195,1,Residential,Luxury,2,2,1,1,RCC,9877,724,32.92,26.34,17560,71,30,87,54,27,24,468,62,1988,7548,17588271.6,7092045.0,28368180.0
599,2016,Salem,2498,1999,2,Residential,Premium,3,3,1,1,RCC,8995,659,29.98,23.99,15992,66,22,79,49,24,22,396,64,2507,10937,10315359.74,4159419.25,16637677.0
600,2024,Chennai,2553,2043,2,Residential,Economy,5,4,1,1,RCC,9193,674,30.64,24.52,16344,81,21,81,51,25,22,392,73,1729,10236,7270628.4,2931705.0,11726820.0
601,2023,Coimbatore,1527,1222,1,Residential,Standard,5,4,1,1,RCC,5499,403,18.33,14.66,9776,25,23,48,30,15,13,408,68,1970,8011,7346077.44,2962128.0,11848512.0
602,2026,Coimbatore,1431,1145,2,Residential,Premium,2,2,1,1,RCC,5152,377,17.18,13.74,9160,61,18,45,28,14,12,417,72,1789,11829,7761336.7,3129571.25,12518285.0
603,2018,Erode,3446,2757,3,Residential,Standard,5,4,1,1,RCC,12406,909,41.35,33.08,22056,89,8,110,68,34,30,412,80,1251,9249,12512368.8,5045310.0,20181240.0
604,2010,Salem,3745,2996,2,Residential,Standard,3,3,1,1,RCC,13482,988,44.94,35.95,23968,77,14,119,74,37,33,449,79,1389,7729,16806840.96,6776952.0,27107808.0
605,2021,Trichy,2132,1706,2,Residential,Standard,4,4,1,1,RCC,7677,562,25.59,20.47,13648,83,28,68,42,21,18,415,69,1996,7880,9570250.56,3858972.0,15435888.0
606,2023,Erode,2155,1724,1,Residential,Economy,3,3,1,1,RCC,7758,568,25.86,20.69,13792,69,26,68,43,21,19,413,78,1551,8964,8251753.6,3327320.0,13309280.0
607,2022,Madurai,3596,2877,3,Residential,Premium,4,4,1,1,RCC,12946,949,43.16,34.52,23016,88,22,115,71,35,31,364,73,2353,11186,17173848.72,6924939.0,27699756.0
608,2021,Madurai,2058,1647,3,Residential,Standard,1,1,1,1,RCC,7411,543,24.7,19.76,13176,35,14,65,41,20,18,390,73,1811,10617,6592479.84,2658258.0,10633032.0
609,2015,Erode,3095,2476,3,Residential,Economy,1,1,1,1,RCC,11142,817,37.14,29.71,19808,51,30,99,61,30,27,371,70,1512,11322,8535267.2,3441640.0,13766560.0
610,2023,Coimbatore,2545,2036,2,Residential,Standard,1,1,1,1,RCC,9162,671,30.54,24.43,16288,40,9,81,50,25,22,370,73,1865,7280,10603488.0,4275600.0,17102400.0
611,2017,Madurai,3062,2450,3,Residential,Premium,3,3,1,1,RCC,11025,808,36.75,29.4,19600,48,22,98,61,30,27,383,63,2128,9847,17003686.0,6856325.0,27425300.0
612,2019,Madurai,1686,1349,3,Residential,Economy,4,4,1,1,RCC,6070,445,20.23,16.19,10792,60,25,53,33,16,14,390,78,1405,11545,5252466.4,2117930.0,8471720.0
613,2010,Salem,2711,2169,2,Residential,Premium,2,2,1,1,RCC,9760,715,32.53,26.03,17352,80,28,86,54,27,24,452,69,1817,11089,10139641.2,4088565.0,16354260.0
614,2021,Trichy,2188,1751,3,Residential,Premium,2,2,1,1,RCC,7879,577,26.27,21.01,14008,86,26,70,43,21,19,405,80,1975,7679,9885655.72,3986151.5,15944606.0
615,2025,Coimbatore,1050,840,3,Residential,Luxury,1,1,1,1,RCC,3780,277,12.6,10.08,6720,80,28,33,21,10,9,430,77,1628,11008,6562080.0,2646000.0,10584000.0
616,2010,Erode,1186,949,2,Residential,Premium,2,2,1,1,RCC,4270,313,14.23,11.39,7592,58,17,37,23,11,10,445,80,1480,10630,6739892.9,2717698.75,10870795.0
617,2016,Madurai,2053,1643,2,Residential,Luxury,5,4,1,1,RCC,7393,542,24.64,19.72,13144,75,18,65,41,20,18,362,61,1807,9854,11184886.8,4510035.0,18040140.0
618,2019,Chennai,1988,1591,3,Residential,Standard,2,2,1,1,RCC,7159,525,23.86,19.09,12728,72,26,63,39,19,17,378,61,1821,9062,8925128.16,3598842.0,14395368.0
619,2020,Madurai,3636,2909,2,Residential,Luxury,3,3,1,1,RCC,13090,959,43.63,34.91,23272,26,15,116,72,36,32,402,65,1857,8625,22140748.08,8927721.0,35710884.0
620,2019,Chennai,3202,2562,2,Residential,Economy,3,3,1,1,RCC,11529,845,38.43,30.74,20496,90,16,102,64,32,28,377,64,1948,7955,10833160.8,4368210.0,17472840.0
621,2018,Chennai,2880,2304,2,Residential,Standard,1,1,1,1,RCC,10368,760,34.56,27.65,18432,82,23,92,57,28,25,399,69,2277,11237,12924887.04,5211648.0,20846592.0
622,2025,Salem,1217,974,2,Residential,Premium,4,4,1,1,RCC,4383,321,14.61,11.69,7792,67,12,38,24,12,10,391,66,2445,7807,5341318.6,2153757.5,8615030.0
623,2026,Coimbatore,2205,1764,1,Residential,Economy,2,2,1,1,RCC,7938,582,26.46,21.17,14112,41,25,70,44,22,19,447,73,1917,11082,6868310.4,2769480.0,11077920.0
624,2023,Trichy,2911,2329,3,Residential,Standard,1,1,1,1,RCC,10480,768,34.93,27.95,18632,85,14,93,58,29,25,365,80,1903,7337,11193732.96,4513602.0,18054408.0
625,2014,Trichy,1437,1150,2,Residential,Economy,3,3,1,1,RCC,5175,379,17.25,13.8,9200,47,28,46,28,14,12,372,74,2475,8217,5632700.0,2271250.0,9085000.0
626,2025,Chennai,2925,2340,1,Residential,Standard,3,3,1,1,RCC,10530,772,35.1,28.08,18720,86,18,93,58,29,26,460,70,1624,9816,12186720.0,4914000.0,19656000.0
627,2026,Chennai,1101,881,2,Residential,Standard,4,4,1,1,RCC,3964,290,13.21,10.57,7048,83,15,35,22,11,9,436,82,1404,9760,4116313.92,1659804.0,6639216.0
628,2012,Salem,1765,1412,1,Residential,Premium,2,2,1,1,RCC,6354,465,21.18,16.94,11296,38,25,56,35,17,15,365,67,2480,10149,9114205.84,3675083.0,14700332.0
629,2010,Coimbatore,3368,2695,2,Residential,Premium,3,3,1,1,RCC,12127,889,40.42,32.34,21560,87,13,107,67,33,29,370,64,1905,11764,16523530.1,6662713.75,26650855.0
630,2011,Trichy,3176,2541,1,Residential,Economy,1,1,1,1,RCC,11434,838,38.12,30.49,20328,41,8,101,63,31,28,427,73,2098,11874,12729393.6,5132820.0,20531280.0
631,2026,Chennai,2295,1836,2,Residential,Luxury,1,1,1,1,RCC,8262,605,27.54,22.03,14688,59,12,73,45,22,20,419,64,1629,8991,13605200.64,5485968.0,21943872.0
632,2025,Salem,1750,1400,1,Residential,Premium,5,4,1,1,RCC,6300,462,21.0,16.8,11200,71,8,56,35,17,15,415,71,1316,11145,7450912.0,3004400.0,12017600.0
633,2014,Salem,1533,1227,2,Residential,Economy,5,4,1,1,RCC,5521,404,18.4,14.72,9816,87,13,49,30,15,13,378,82,2249,10309,5599046.4,2257680.0,9030720.0
634,2012,Coimbatore,1672,1338,3,Residential,Premium,4,4,1,1,RCC,6021,441,20.07,16.06,10704,39,22,53,33,16,14,442,69,2367,7802,7987003.68,3220566.0,12882264.0
635,2016,Coimbatore,3617,2894,3,Residential,Standard,5,4,1,1,RCC,13023,955,43.41,34.73,23152,27,10,115,72,36,32,402,65,1841,8871,17397338.88,7015056.0,28060224.0
636,2012,Salem,1633,1307,1,Residential,Standard,4,4,1,1,RCC,5881,431,19.61,15.68,10456,86,29,52,32,16,14,449,81,1632,10342,5231555.04,2109498.0,8437992.0
637,2025,Coimbatore,2543,2035,3,Residential,Standard,2,2,1,1,RCC,9157,671,30.52,24.42,16280,30,19,81,50,25,22,431,64,1884,7969,11688388.8,4713060.0,18852240.0
638,2026,Tiruppur,2075,1660,2,Residential,Economy,1,1,1,1,RCC,7470,547,24.9,19.92,13280,43,29,66,41,20,18,442,59,2543,9203,7204400.0,2905000.0,11620000.0
639,2014,Madurai,1036,829,2,Residential,Luxury,5,4,1,1,RCC,3730,273,12.43,9.95,6632,79,28,33,20,10,9,413,60,2085,8967,4977382.32,2007009.0,8028036.0
640,2023,Madurai,3658,2927,2,Residential,Luxury,5,4,1,1,RCC,13171,965,43.91,35.12,23416,72,17,117,73,36,32,437,60,2102,7138,19337869.44,7797528.0,31190112.0
641,2024,Coimbatore,2655,2124,3,Residential,Luxury,1,1,1,1,RCC,9558,700,31.86,25.49,16992,40,19,84,53,26,23,364,65,2357,7125,18726033.6,7550820.0,30203280.0
642,2011,Coimbatore,1773,1419,1,Residential,Luxury,3,3,1,1,RCC,6385,468,21.29,17.03,11352,55,22,56,35,17,15,392,80,2161,10639,11085228.0,4469850.0,17879400.0
643,2013,Madurai,2983,2387,1,Residential,Standard,2,2,1,1,RCC,10741,787,35.8,28.64,19096,83,12,95,59,29,26,367,71,1641,7561,12751163.04,5141598.0,20566392.0
644,2013,Erode,3278,2623,3,Residential,Luxury,5,4,1,1,RCC,11803,865,39.34,31.48,20984,26,21,104,65,32,29,412,65,2230,7997,17329426.56,6987672.0,27950688.0
645,2012,Salem,2171,1737,2,Residential,Standard,3,3,1,1,RCC,7816,573,26.05,20.84,13896,48,24,69,43,21,19,402,81,1333,9682,9046296.0,3647700.0,14590800.0
646,2026,Madurai,1096,877,1,Residential,Luxury,3,3,1,1,RCC,3946,289,13.15,10.52,7016,29,22,35,21,10,9,375,68,2347,8681,5970265.2,2407365.0,9629460.0
647,2018,Madurai,1875,1500,2,Residential,Standard,5,4,1,1,RCC,6750,495,22.5,18.0,12000,60,22,60,37,18,16,460,81,1519,9401,9017280.0,3636000.0,14544000.0
648,2016,Salem,2341,1873,3,Residential,Standard,4,4,1,1,RCC,8428,618,28.09,22.48,14984,41,14,74,46,23,20,452,68,1555,10236,8500423.2,3427590.0,13710360.0
649,2021,Chennai,2561,2049,2,Residential,Luxury,4,4,1,1,RCC,9220,676,30.73,24.59,16392,79,28,81,51,25,22,392,63,2275,9732,13537169.28,5458536.0,21834144.0
650,2021,Erode,2058,1647,2,Residential,Standard,3,3,1,1,RCC,7411,543,24.7,19.76,13176,83,24,65,41,20,18,427,77,1623,8125,7254178.56,2925072.0,11700288.0
651,2023,Coimbatore,1906,1525,3,Residential,Premium,3,3,1,1,RCC,6862,503,22.88,18.3,12200,33,16,61,38,19,16,371,64,1423,9431,7129070.0,2874625.0,11498500.0
652,2018,Tiruppur,3556,2845,2,Residential,Standard,5,4,1,1,RCC,12802,938,42.67,34.14,22760,69,29,113,71,35,31,461,80,1311,11635,14435757.6,5820870.0,23283480.0
653,2018,Tiruppur,1580,1264,3,Residential,Economy,1,1,1,1,RCC,5688,417,18.96,15.17,10112,35,28,50,31,15,14,434,71,1594,8983,4780448.0,1927600.0,7710400.0
654,2019,Madurai,3502,2802,3,Residential,Luxury,3,3,1,1,RCC,12609,924,42.03,33.62,22416,40,20,112,70,35,31,443,82,1929,11530,16823432.16,6783642.0,27134568.0
655,2019,Madurai,2520,2016,3,Residential,Standard,1,1,1,1,RCC,9072,665,30.24,24.19,16128,59,27,80,50,25,22,371,65,1288,7695,10499328.0,4233600.0,16934400.0
656,2020,Madurai,2955,2364,2,Residential,Standard,5,4,1,1,RCC,10638,780,35.46,28.37,18912,56,28,94,59,29,26,381,78,2545,11228,13261472.64,5347368.0,21389472.0
657,2010,Coimbatore,3613,2891,2,Residential,Economy,2,2,1,1,RCC,13009,954,43.36,34.69,23128,72,24,115,72,36,32,425,73,1478,11535,10933762.0,4408775.0,17635100.0
658,2021,Tiruppur,3146,2517,3,Residential,Standard,4,4,1,1,RCC,11326,830,37.75,30.2,20136,36,8,100,62,31,27,443,68,1493,7210,10074846.24,4062438.0,16249752.0
659,2013,Trichy,1306,1045,1,Residential,Premium,2,2,1,1,RCC,4702,344,15.67,12.54,8360,45,21,41,26,13,11,443,62,2311,9418,6407083.1,2583501.25,10334005.0
660,2024,Salem,2633,2107,1,Residential,Luxury,2,2,1,1,RCC,9481,695,31.61,25.28,16856,48,12,84,52,26,23,398,70,1477,11517,14343613.2,5783715.0,23134860.0
661,2012,Trichy,2658,2127,3,Residential,Luxury,2,2,1,1,RCC,9571,701,31.9,25.52,17016,67,27,85,53,26,23,418,81,1393,11388,17043395.76,6872337.0,27489348.0
662,2020,Madurai,1601,1281,3,Residential,Economy,3,3,1,1,RCC,5764,422,19.21,15.37,10248,77,8,51,32,16,14,428,61,1406,8475,4701782.4,1895880.0,7583520.0
663,2018,Erode,3157,2526,2,Residential,Economy,3,3,1,1,RCC,11367,833,37.89,30.31,20208,40,19,101,63,31,28,404,68,2534,8258,9271430.4,3738480.0,14953920.0
664,2020,Erode,3338,2671,2,Residential,Premium,1,1,1,1,RCC,12019,881,40.06,32.05,21368,90,11,106,66,33,29,455,68,1313,9893,16376381.78,6603379.75,26413519.0
665,2018,Coimbatore,3716,2973,2,Residential,Premium,3,3,1,1,RCC,13378,981,44.59,35.68,23784,34,17,118,74,37,33,440,60,1599,10527,20633452.44,8319940.5,33279762.0
666,2023,Trichy,1200,960,1,Residential,Premium,5,4,1,1,RCC,4320,316,14.4,11.52,7680,36,12,38,24,12,10,391,61,2592,8136,5264544.0,2122800.0,8491200.0
667,2011,Coimbatore,3262,2610,3,Residential,Economy,5,4,1,1,RCC,11745,861,39.15,31.32,20880,26,15,104,65,32,29,456,82,1512,10091,10453572.0,4215150.0,16860600.0
668,2018,Chennai,3720,2976,1,Residential,Luxury,2,2,1,1,RCC,13392,982,44.64,35.71,23808,54,29,119,74,37,33,400,67,2344,10987,26237606.4,10579680.0,42318720.0
669,2014,Trichy,1177,942,2,Residential,Standard,4,4,1,1,RCC,4239,310,14.13,11.3,7536,67,28,37,23,11,10,360,80,2202,11521,5410546.56,2181672.0,8726688.0
670,2021,Trichy,1761,1409,1,Residential,Luxury,3,3,1,1,RCC,6340,464,21.13,16.91,11272,28,28,56,35,17,15,423,59,1452,10842,11573187.84,4666608.0,18666432.0
671,2017,Madurai,1390,1112,1,Residential,Luxury,5,4,1,1,RCC,5004,366,16.68,13.34,8896,82,28,44,27,13,12,370,72,2303,11576,8686944.0,3502800.0,14011200.0
672,2016,Tiruppur,3275,2620,3,Residential,Premium,3,3,1,1,RCC,11790,864,39.3,31.44,20960,80,10,104,65,32,29,412,61,2243,9830,18607502.0,7503025.0,30012100.0
673,2017,Coimbatore,1645,1316,3,Residential,Standard,4,4,1,1,RCC,5922,434,19.74,15.79,10528,53,18,52,32,16,14,362,70,1760,9346,6325011.84,2550408.0,10201632.0
674,2022,Trichy,1288,1031,1,Residential,Luxury,5,4,1,1,RCC,4639,340,15.46,12.37,8248,63,26,41,25,12,11,448,78,1547,10859,7847064.72,3164139.0,12656556.0
675,2013,Salem,3325,2660,2,Residential,Luxury,3,3,1,1,RCC,11970,877,39.9,31.92,21280,66,13,106,66,33,29,441,74,1256,11000,15970852.8,6439860.0,25759440.0
676,2020,Chennai,1898,1519,1,Residential,Premium,3,3,1,1,RCC,6835,501,22.79,18.23,12152,70,19,60,37,18,16,409,77,1430,9769,7838434.94,3160659.25,12642637.0
677,2015,Tiruppur,2690,2152,3,Residential,Premium,3,3,1,1,RCC,9684,710,32.28,25.82,17216,27,26,86,53,26,23,468,60,2145,11447,11453116.16,4618192.0,18472768.0
678,2021,Coimbatore,2606,2085,1,Residential,Economy,5,4,1,1,RCC,9382,688,31.27,25.02,16680,77,25,83,52,26,23,393,68,1719,11382,6722040.0,2710500.0,10842000.0
679,2012,Trichy,1130,904,1,Residential,Premium,5,4,1,1,RCC,4068,298,13.56,10.85,7232,73,26,36,22,11,10,392,82,1237,9836,5835157.28,2352886.0,9411544.0
680,2021,Chennai,3131,2505,1,Residential,Premium,3,3,1,1,RCC,11272,826,37.57,30.06,20040,32,15,100,62,31,27,430,80,2283,10757,11710374.0,4721925.0,18887700.0
681,2021,Chennai,1486,1189,3,Residential,Economy,3,3,1,1,RCC,5350,392,17.84,14.27,9512,43,10,47,29,14,13,454,72,2120,8934,4894875.2,1973740.0,7894960.0
682,2020,Tiruppur,1913,1531,3,Residential,Premium,5,4,1,1,RCC,6889,505,22.96,18.37,12248,85,29,61,38,19,17,459,66,2037,11578,11121061.52,4484299.0,17937196.0
683,2024,Madurai,2018,1615,1,Residential,Economy,1,1,1,1,RCC,7267,532,24.22,19.38,12920,48,21,64,40,20,17,412,76,1806,10514,5927696.0,2390200.0,9560800.0
684,2018,Salem,1985,1588,1,Residential,Standard,1,1,1,1,RCC,7146,524,23.82,19.06,12704,47,30,63,39,19,17,360,82,1255,11906,6994314.24,2820288.0,11281152.0
685,2018,Coimbatore,2866,2293,2,Residential,Economy,1,1,1,1,RCC,10318,756,34.39,27.52,18344,55,26,91,57,28,25,373,72,1628,7614,10719316.4,4322305.0,17289220.0
686,2024,Trichy,2175,1740,1,Residential,Standard,2,2,1,1,RCC,7830,574,26.1,20.88,13920,39,18,69,43,21,19,415,68,2173,8329,7430774.4,2996280.0,11985120.0
687,2024,Coimbatore,3058,2447,2,Residential,Premium,2,2,1,1,RCC,11011,807,36.7,29.36,19576,37,29,97,61,30,27,440,61,2127,11596,16190918.08,6528596.0,26114384.0
688,2014,Chennai,3528,2823,1,Residential,Standard,1,1,1,1,RCC,12703,931,42.34,33.88,22584,77,23,112,70,35,31,420,70,1480,11992,15080240.16,6080742.0,24322968.0
689,2013,Trichy,3166,2533,2,Residential,Luxury,2,2,1,1,RCC,11398,835,37.99,30.4,20264,45,18,101,63,31,28,407,65,2420,8939,19278966.96,7773777.0,31095108.0
690,2014,Coimbatore,2267,1814,2,Residential,Luxury,4,4,1,1,RCC,8163,598,27.21,21.77,14512,54,19,72,45,22,20,466,68,1333,7582,15264156.96,6154902.0,24619608.0
691,2024,Chennai,2567,2054,1,Residential,Standard,4,4,1,1,RCC,9243,677,30.81,24.65,16432,76,10,82,51,25,22,434,59,2267,10536,11797518.72,4757064.0,19028256.0
692,2021,Salem,1961,1569,1,Residential,Standard,5,4,1,1,RCC,7060,517,23.54,18.83,12552,66,14,62,39,19,17,405,78,2469,8578,7330870.08,2955996.0,11823984.0
693,2026,Chennai,2346,1877,1,Residential,Standard,1,1,1,1,RCC,8446,619,28.15,22.52,15016,29,29,75,46,23,20,398,58,2448,7893,9775416.0,3941700.0,15766800.0
694,2021,Tiruppur,1125,900,2,Residential,Luxury,5,4,1,1,RCC,4050,297,13.5,10.8,7200,27,28,36,22,11,10,454,77,2124,8159,7753968.0,3126600.0,12506400.0
695,2024,Chennai,1180,944,1,Residential,Premium,4,4,1,1,RCC,4248,311,14.16,11.33,7552,61,18,37,23,11,10,404,58,1338,7594,5635075.84,2272208.0,9088832.0
696,2025,Tiruppur,3261,2609,1,Residential,Luxury,5,4,1,1,RCC,11740,860,39.13,31.31,20872,36,11,104,65,32,28,394,58,1997,7760,16712836.56,6739047.0,26956188.0
697,2017,Chennai,3720,2976,3,Residential,Standard,5,4,1,1,RCC,13392,982,44.64,35.71,23808,66,27,119,74,37,33,360,80,2262,10399,16296099.84,6571008.0,26284032.0
698,2017,Coimbatore,1846,1477,3,Residential,Economy,1,1,1,1,RCC,6646,487,22.15,17.72,11816,47,18,59,36,18,16,403,70,1323,9832,5586014.0,2252425.0,9009700.0
699,2019,Trichy,3226,2581,3,Residential,Luxury,2,2,1,1,RCC,11614,851,38.71,30.97,20648,25,14,103,64,32,28,403,71,1621,10690,18088886.88,7293906.0,29175624.0
700,2017,Salem,2188,1751,2,Residential,Premium,1,1,1,1,RCC,7879,577,26.27,21.01,14008,74,10,70,43,21,19,371,61,1416,9550,11585736.64,4671668.0,18686672.0
701,2016,Chennai,1631,1305,2,Residential,Economy,1,1,1,1,RCC,5872,430,19.57,15.66,10440,41,27,52,32,16,14,427,65,2471,11625,4352958.0,1755225.0,7020900.0
702,2014,Erode,3153,2523,2,Residential,Premium,2,2,1,1,RCC,11353,832,37.84,30.28,20184,68,28,100,63,31,28,418,63,2118,9164,16285510.86,6566738.25,26266953.0
703,2017,Salem,3607,2886,2,Residential,Premium,1,1,1,1,RCC,12987,952,43.29,34.63,23088,63,26,115,72,36,32,445,78,2387,11793,16293547.92,6569979.0,26279916.0
704,2013,Coimbatore,2875,2300,3,Residential,Standard,1,1,1,1,RCC,10350,759,34.5,27.6,18400,41,8,92,57,28,25,380,73,1528,7050,9514272.0,3836400.0,15345600.0
705,2010,Tiruppur,2325,1860,2,Residential,Standard,4,4,1,1,RCC,8370,613,27.9,22.32,14880,58,29,74,46,23,20,391,68,1476,10395,10932336.0,4408200.0,17632800.0
706,2010,Trichy,2347,1878,2,Residential,Premium,3,3,1,1,RCC,8451,619,28.17,22.54,15024,64,27,75,46,23,20,423,79,1205,8911,9994866.24,4030188.0,16120752.0
707,2014,Chennai,1410,1128,2,Residential,Standard,4,4,1,1,RCC,5076,372,16.92,13.54,9024,89,22,45,28,14,12,431,61,1210,9616,6629932.8,2673360.0,10693440.0
708,2026,Chennai,1942,1554,3,Residential,Standard,5,4,1,1,RCC,6993,512,23.31,18.65,12432,27,14,62,38,19,17,467,76,1808,7622,8509455.36,3431232.0,13724928.0
709,2016,Trichy,1591,1273,1,Residential,Premium,4,4,1,1,RCC,5728,420,19.09,15.28,10184,73,16,50,31,15,14,385,66,2029,11703,6569010.98,2648794.75,10595179.0
710,2022,Salem,1593,1275,3,Residential,Standard,4,4,1,1,RCC,5737,420,19.12,15.3,10200,37,21,51,31,15,14,461,74,1577,8333,6298704.0,2539800.0,10159200.0
711,2016,Salem,1696,1357,2,Residential,Standard,2,2,1,1,RCC,6106,447,20.36,16.28,10856,46,14,54,33,16,15,390,63,1500,10200,8157632.64,3289368.0,13157472.0
712,2017,Chennai,1393,1115,2,Residential,Premium,3,3,1,1,RCC,5017,367,16.72,13.38,8920,27,8,44,27,13,12,446,61,2376,11636,5573260.6,2247282.5,8989130.0
713,2026,Madurai,1411,1129,1,Residential,Standard,3,3,1,1,RCC,5080,372,16.93,13.55,9032,72,20,45,28,14,12,432,71,2347,11425,6333419.04,2553798.0,10215192.0
714,2016,Coimbatore,1830,1464,3,Residential,Economy,5,4,1,1,RCC,6588,483,21.96,17.57,11712,46,26,58,36,18,16,410,72,1673,10528,6190377.6,2496120.0,9984480.0
715,2023,Erode,3402,2722,1,Residential,Luxury,1,1,1,1,RCC,12249,898,40.83,32.66,21776,59,17,108,68,34,30,415,81,1740,11059,22904650.08,9235746.0,36942984.0
716,2010,Erode,1220,976,2,Residential,Premium,4,4,1,1,RCC,4392,322,14.64,11.71,7808,85,13,39,24,12,10,428,67,1811,7862,7089585.92,2858704.0,11434816.0
717,2024,Salem,3505,2804,2,Residential,Economy,1,1,1,1,RCC,12618,925,42.06,33.65,22432,69,23,112,70,35,31,424,66,2285,9771,10604728.0,4276100.0,17104400.0
718,2012,Madurai,2988,2391,3,Residential,Luxury,2,2,1,1,RCC,10759,789,35.87,28.69,19128,61,12,95,59,29,26,405,82,1854,9627,13875451.2,5594940.0,22379760.0
719,2014,Coimbatore,3110,2488,2,Residential,Economy,5,4,1,1,RCC,11196,821,37.32,29.86,19904,72,15,99,62,31,27,411,68,1989,8070,9131955.2,3682240.0,14728960.0
